type,geo_point_2d,city,name,clustergtfsid
stops,"45.21286,5.64581",Sassenage,La Dent du Loup,
stops,"45.09434,5.74344",Jarrie,André Malraux,
stops,"45.09428,5.74328",Jarrie,André Malraux,
stops,"45.14732,5.74982",Eybens,Eybens Mairie,
stops,"45.16051,5.6815",Seyssins,Ancienne Gare,
stops,"45.18761,5.78464",Gières,Plaine des Sports,
stops,"45.18542,5.78561",Gières,Gières Gare - Universités,
stops,"45.18545,5.78559",Gières,Gières Gare - Universités,
stops,"45.1846,5.77914",Gières,Mayencin - Champ Roman,
stops,"45.18476,5.77909",Gières,Mayencin - Champ Roman,
stops,"45.18905,5.77437",Saint-Martin-d'Hères,Condillac - Universités,
stops,"45.18912,5.77445",Saint-Martin-d'Hères,Condillac - Universités,
stops,"45.19232,5.77091",Gières,Bibliothèques Universitaires,
stops,"45.18446,5.75433",Saint-Martin-d'Hères,Maison Communale,
stops,"45.18448,5.75428",Saint-Martin-d'Hères,Maison Communale,
stops,"45.17942,5.75521",Saint-Martin-d'Hères,Edouard Vaillant,
stops,"45.17941,5.75517",Saint-Martin-d'Hères,Edouard Vaillant,
stops,"45.17514,5.75732",Saint-Martin-d'Hères,Parc Jo Blanchon,
stops,"45.17513,5.75728",Saint-Martin-d'Hères,Parc Jo Blanchon,
stops,"45.19223,5.75785",Saint-Martin-d'Hères,Les Taillées - Universités,
stops,"45.18908,5.7744",Saint-Martin-d'Hères,Condillac - Universités,
stops,"45.17214,5.75778",Saint-Martin-d'Hères,Etienne Grappe,
stops,"45.16936,5.71278",Grenoble,Louise Michel,
stops,"45.16937,5.71274",Grenoble,Louise Michel,
stops,"45.17398,5.71433",Grenoble,Alliés,
stops,"45.17399,5.71429",Grenoble,Alliés,
stops,"45.17977,5.71629",Grenoble,Vallier - Libération,
stops,"45.17978,5.71624",Grenoble,Vallier - Libération,
stops,"45.18486,5.718",Grenoble,Condorcet,
stops,"45.18486,5.71796",Grenoble,Condorcet,
stops,"45.18893,5.71937",Grenoble,Alsace-Lorraine,
stops,"45.18894,5.71932",Grenoble,Alsace-Lorraine,
stops,"45.19567,5.71691",Grenoble,Annie Fratellini-Esplanade,
stops,"45.19566,5.71688",Grenoble,Annie Fratellini-Esplanade,
stops,"45.19882,5.7169",Grenoble,Casamaures - Village,
stops,"45.19883,5.71685",Grenoble,Casamaures - Village,
stops,"45.20778,5.70678",Saint-Martin-le-Vinoux,Hôtel de Ville,
stops,"45.20776,5.70674",Saint-Martin-le-Vinoux,Hôtel de Ville,
stops,"45.21387,5.69839",Saint-Martin-le-Vinoux,Horloge,
stops,"45.21385,5.69837",Saint-Martin-le-Vinoux,Horloge,
stops,"45.21767,5.69363",Saint-Martin-le-Vinoux,Néron,
stops,"45.21764,5.69357",Saint-Martin-le-Vinoux,Néron,
stops,"45.22292,5.68908",Saint-Égrève,Fiancey - Prédieu,
stops,"45.22288,5.68901",Saint-Égrève,Fiancey - Prédieu,
stops,"45.22569,5.68666",Saint-Égrève,Muret,
stops,"45.22566,5.68658",Saint-Égrève,Muret,
stops,"45.22991,5.6826",Saint-Égrève,Pont de Vence,
stops,"45.22989,5.68256",Saint-Égrève,Pont de Vence,
stops,"45.23546,5.67596",Saint-Égrève,La Pinéa - St Robert,
stops,"45.23542,5.67591",Saint-Égrève,La Pinéa - St Robert,
stops,"45.24228,5.67122",Saint-Égrève,Karben,
stops,"45.24226,5.67118",Saint-Égrève,Karben,
stops,"45.24825,5.66661",Fontanil-Cornillon,Rafour,
stops,"45.24824,5.66656",Fontanil-Cornillon,Rafour,
stops,"45.25488,5.66168",Fontanil-Cornillon,Palluel,
stops,"45.25487,5.66164",Fontanil-Cornillon,Palluel,
stops,"45.18491,5.78527",Gières,Gières Gare - Universités,
stops,"45.1849,5.78546",Gières,Gières Gare - Universités,
stops,"45.13785,5.70371",Le Pont-de-Claix,L'Etoile,
stops,"45.18554,5.78563",Gières,Gières Gare - Universités,
stops,"45.18548,5.78523",Gières,Gières Gare - Universités,
stops,"45.18867,5.72514",Grenoble,Victor Hugo,
stops,"45.20279,5.70369",Grenoble,Marie-Louise Paris - CEA,
stops,"45.20214,5.7045",Grenoble,Marie-Louise Paris - CEA,
stops,"45.20597,5.69958",Grenoble,Oxford,
stops,"45.20595,5.69956",Grenoble,Oxford,
stops,"45.18722,5.74471",Grenoble,Flandrin - Valmy,
stops,"45.18692,5.74443",Grenoble,Flandrin - Valmy,
stops,"45.18829,5.73163",Grenoble,Verdun - Préfecture,
stops,"45.19423,5.72518",Grenoble,Maurice Gignoux,
stops,"45.19421,5.72525",Grenoble,Maurice Gignoux,
stops,"45.05232,5.67191",Vif,Collège le Masségu,
stops,"45.15637,5.71922",Échirolles,Essarts - La Butte,
stops,"45.18038,5.7151",Grenoble,Vallier - Libération,
stops,"44.997,5.60277",Le Gua,L'Arzelier,
stops,"44.99692,5.60258",Le Gua,L'Arzelier,
stops,"44.9909,5.59538",Château-Bernard,Col de l'Arzelier,
stops,"44.99088,5.59543",Château-Bernard,Col de l'Arzelier,
stops,"45.20341,5.71433",Saint-Martin-le-Vinoux,Résistance,
stops,"45.20339,5.71428",Saint-Martin-le-Vinoux,Résistance,
stops,"45.21043,5.70619",Saint-Martin-le-Vinoux,Canet,
stops,"45.21067,5.70609",Saint-Martin-le-Vinoux,Canet,
stops,"45.23094,5.69194",Saint-Égrève,Collège Barnave,
stops,"45.23097,5.69175",Saint-Égrève,Collège Barnave,
stops,"45.23657,5.69245",Saint-Égrève,Chemin Vert,
stops,"45.2366,5.69236",Saint-Égrève,Chemin Vert,
stops,"45.25161,5.69494",Proveysieux,Garcinière,
stops,"45.25164,5.69488",Proveysieux,Garcinière,
stops,"45.25819,5.69604",Proveysieux,Le Mollard,
stops,"45.25822,5.69591",Proveysieux,Le Mollard,
stops,"45.26335,5.69981",Proveysieux,Proveysieux Village,
stops,"45.26335,5.69973",Proveysieux,Proveysieux Village,
stops,"45.27608,5.70732",Proveysieux,Pont du Gua,
stops,"45.27609,5.70727",Proveysieux,Pont du Gua,
stops,"45.27832,5.70838",Proveysieux,Savoyardière,
stops,"45.27833,5.70833",Proveysieux,Savoyardière,
stops,"45.28045,5.70968",Proveysieux,Pomarey Bas,
stops,"45.28045,5.70961",Proveysieux,Pomarey Bas,
stops,"45.28231,5.71081",Proveysieux,Pomarey,
stops,"45.28234,5.71075",Proveysieux,Pomarey,
stops,"45.27869,5.71357",Proveysieux,Planfay Bas,
stops,"45.2787,5.71365",Proveysieux,Planfay Bas,
stops,"45.28076,5.71915",Proveysieux,Planfay Haut,
stops,"45.25564,5.6664",Fontanil-Cornillon,Le Fontanil Mairie,
stops,"45.25559,5.6663",Fontanil-Cornillon,Le Fontanil Mairie,
stops,"45.27154,5.67451",Mont-Saint-Martin,Fochaire,
stops,"45.27158,5.67442",Mont-Saint-Martin,Fochaire,
stops,"45.27228,5.67848",Mont-Saint-Martin,Chemin de Namière,
stops,"45.27232,5.67853",Mont-Saint-Martin,Chemin de Namière,
stops,"45.13612,5.77049",Brié-et-Angonnes,Tavernolles,
stops,"45.13628,5.77037",Brié-et-Angonnes,Tavernolles,
stops,"45.13329,5.77473",Brié-et-Angonnes,L'Enclos,
stops,"45.1333,5.77484",Brié-et-Angonnes,L'Enclos,
stops,"45.13053,5.77824",Brié-et-Angonnes,Souveyron,
stops,"45.13061,5.77825",Brié-et-Angonnes,Souveyron,
stops,"45.12795,5.78504",Brié-et-Angonnes,Le Coin,
stops,"45.12799,5.78511",Brié-et-Angonnes,Le Coin,
stops,"45.12169,5.78498",Brié-et-Angonnes,Les Métraux,
stops,"45.12164,5.78504",Brié-et-Angonnes,Les Métraux,
stops,"45.1204,5.78156",Brié-et-Angonnes,Le Replat,
stops,"45.12069,5.78154",Brié-et-Angonnes,Le Replat,
stops,"45.11776,5.78282",Brié-et-Angonnes,L'Olympe,
stops,"45.11784,5.78285",Brié-et-Angonnes,L'Olympe,
stops,"45.1154,5.78391",Brié-et-Angonnes,Mont Rolland,
stops,"45.11528,5.78405",Brié-et-Angonnes,Mont Rolland,
stops,"45.11072,5.78716",Brié-et-Angonnes,Brié Église,
stops,"45.11075,5.78724",Brié-et-Angonnes,Brié Église,
stops,"45.08066,5.77469",Vizille,Chantefeuille,
stops,"45.11374,5.72862",Champagnier,Place du Laca,
stops,"45.11379,5.72863",Champagnier,Place du Laca,
stops,"45.11565,5.75101",Jarrie,Les Thévenets,
stops,"45.11601,5.75051",Jarrie,Les Thévenets,
stops,"45.11605,5.75776",Jarrie,Les Simianes,
stops,"45.11612,5.75778",Jarrie,Les Simianes,
stops,"45.13853,5.77361",Brié-et-Angonnes,Beaulieu,
stops,"45.13855,5.77355",Brié-et-Angonnes,Beaulieu,
stops,"45.13988,5.77611",Brié-et-Angonnes,Les Angonnes,
stops,"45.13993,5.77617",Brié-et-Angonnes,Les Angonnes,
stops,"45.14025,5.78364",Brié-et-Angonnes,Le Chollet,
stops,"45.13871,5.79299",Herbeys,Herbeys Le Bourg,
stops,"45.14855,5.73524",Eybens,François Quesnay,
stops,"45.14872,5.73539",Eybens,François Quesnay,
stops,"45.23419,5.75118",Corenc,Col de Vence,
stops,"45.23401,5.75107",Corenc,Col de Vence,
stops,"45.24924,5.76547",Le Sappey-en-Chartreuse,Saint-Eynard,
stops,"45.24926,5.76534",Le Sappey-en-Chartreuse,Saint-Eynard,
stops,"45.25468,5.77104",Le Sappey-en-Chartreuse,Le Gouillat,
stops,"45.25474,5.77111",Le Sappey-en-Chartreuse,Le Gouillat,
stops,"45.25954,5.7773",Le Sappey-en-Chartreuse,Le Sappey-en-Chartreuse Place,
stops,"45.25948,5.77706",Le Sappey-en-Chartreuse,Le Sappey-en-Chartreuse Place,
stops,"45.26479,5.77752",Le Sappey-en-Chartreuse,Churut,
stops,"45.26475,5.77743",Le Sappey-en-Chartreuse,Churut,
stops,"45.26474,5.77424",Le Sappey-en-Chartreuse,Les Jonquilles,
stops,"45.26467,5.7742",Le Sappey-en-Chartreuse,Les Jonquilles,
stops,"45.27347,5.75853",Sarcenas,Sarcenas Le Village,
stops,"45.27339,5.75861",Sarcenas,Sarcenas Le Village,
stops,"45.27669,5.75747",Sarcenas,Pont du Croz,
stops,"45.29021,5.76708",Sarcenas,Col de Porte,
stops,"45.29001,5.76693",Sarcenas,Col de Porte,
stops,"45.25385,5.7021",Quaix-en-Chartreuse,Le Bas de Quaix,
stops,"45.25399,5.70142",Quaix-en-Chartreuse,Le Bas de Quaix,
stops,"45.25799,5.70805",Quaix-en-Chartreuse,Le Barbet,
stops,"45.25801,5.70815",Quaix-en-Chartreuse,Le Barbet,
stops,"45.25635,5.71059",Quaix-en-Chartreuse,Bas de Petesset,
stops,"45.25637,5.7104",Quaix-en-Chartreuse,Bas de Petesset,
stops,"45.25298,5.71781",Quaix-en-Chartreuse,Quaix-en-Chartreuse Place,
stops,"45.25279,5.71794",Quaix-en-Chartreuse,Quaix-en-Chartreuse Place,
stops,"45.24801,5.7316",Quaix-en-Chartreuse,Roudier,
stops,"45.24812,5.73164",Quaix-en-Chartreuse,Roudier,
stops,"45.25032,5.73535",Quaix-en-Chartreuse,Sous La Frette,
stops,"45.25036,5.73532",Quaix-en-Chartreuse,Sous La Frette,
stops,"45.25277,5.74181",Quaix-en-Chartreuse,Bas de Mont-Quaix,
stops,"45.25288,5.74174",Quaix-en-Chartreuse,Bas de Mont-Quaix,
stops,"45.25521,5.74303",Quaix-en-Chartreuse,Mont-Quaix,
stops,"45.25575,5.74284",Quaix-en-Chartreuse,Mont-Quaix,
stops,"45.2592,5.74507",Quaix-en-Chartreuse,Fontvieille,
stops,"45.2592,5.7449",Quaix-en-Chartreuse,Fontvieille,
stops,"45.25735,5.7461",Quaix-en-Chartreuse,La Cime de Mont-Quaix,
stops,"45.25733,5.74609",Quaix-en-Chartreuse,La Cime de Mont-Quaix,
stops,"45.07741,5.76853",Vizille,Les Forges,
stops,"45.07708,5.76858",Vizille,Les Forges,
stops,"45.10533,5.80038",Vaulnaveys-le-Bas,Vaulnaveys-Le-Bas Le Village,
stops,"45.10549,5.80042",Vaulnaveys-le-Bas,Vaulnaveys-Le-Bas Le Village,
stops,"45.11935,5.8111",Vaulnaveys-le-Haut,Vaulnaveys-Le-Haut Le Village,
stops,"45.11934,5.81099",Vaulnaveys-le-Haut,Vaulnaveys-Le-Haut Le Village,
stops,"45.13085,5.81897",Vaulnaveys-le-Haut,Les Alberges,
stops,"45.13598,5.82401",Vaulnaveys-le-Haut,La Tuilerie,
stops,"45.14399,5.82949",Saint-Martin-d'Uriage,Uriage Gare,
stops,"45.14395,5.82915",Saint-Martin-d'Uriage,Uriage Gare,
stops,"45.09497,5.76482",Montchaboud,Montchaboud Le Village,
stops,"45.0866,5.77482",Vizille,Collège Les Mattons,
stops,"45.08654,5.77476",Vizille,Collège Les Mattons,
stops,"45.06923,5.76588",Vizille,Vizille Lycée,
stops,"45.20412,5.7158",Saint-Martin-le-Vinoux,16 Août 1944,
stops,"45.20417,5.71567",Saint-Martin-le-Vinoux,16 Août 1944,
stops,"45.20503,5.71403",Saint-Martin-le-Vinoux,Clos Saint-Martin,
stops,"45.20495,5.71402",Saint-Martin-le-Vinoux,Clos Saint-Martin,
stops,"45.20968,5.71052",Saint-Martin-le-Vinoux,Clos Gérard Gruel,
stops,"45.20963,5.71062",Saint-Martin-le-Vinoux,Clos Gérard Gruel,
stops,"45.21714,5.7128",Saint-Martin-le-Vinoux,La Banchardière,
stops,"45.21731,5.71283",Saint-Martin-le-Vinoux,La Banchardière,
stops,"45.19896,5.71813",Grenoble,Casamaures - Village,
stops,"45.19899,5.71799",Grenoble,Casamaures - Village,
stops,"45.07547,5.7786",Vizille,Les Allas,
stops,"45.07544,5.77841",Vizille,Les Allas,
stops,"45.08176,5.78758",Vizille,Les Corniers,
stops,"45.08143,5.7875",Vizille,Les Corniers,
stops,"45.08665,5.78883",Vizille,Le Pont du Mas,
stops,"45.08687,5.78901",Vizille,Le Pont du Mas,
stops,"45.09133,5.79162",Vaulnaveys-le-Bas,Les Travers,
stops,"45.09107,5.79159",Vaulnaveys-le-Bas,Les Travers,
stops,"45.09398,5.79326",Vaulnaveys-le-Bas,Chemin des Cottes,
stops,"45.09384,5.79326",Vaulnaveys-le-Bas,Chemin des Cottes,
stops,"45.11181,5.80512",Vaulnaveys-le-Bas,Maison Blanche,
stops,"45.11167,5.80489",Vaulnaveys-le-Bas,Maison Blanche,
stops,"45.11483,5.80766",Vaulnaveys-le-Haut,Marchandises,
stops,"45.11514,5.80809",Vaulnaveys-le-Haut,Marchandises,
stops,"45.12172,5.8144",Vaulnaveys-le-Haut,Ecole Jules Bruant,
stops,"45.12136,5.81416",Vaulnaveys-le-Haut,Ecole Jules Bruant,
stops,"45.12759,5.81678",Vaulnaveys-le-Haut,Les Guichards,
stops,"45.12565,5.81687",Vaulnaveys-le-Haut,Les Guichards,
stops,"45.13926,5.82718",Saint-Martin-d'Uriage,Route de Saint Martin,
stops,"45.13934,5.82735",Saint-Martin-d'Uriage,Route de Saint Martin,
stops,"45.15287,5.8254",Saint-Martin-d'Uriage,Croisement 6,
stops,"45.15293,5.82555",Saint-Martin-d'Uriage,Croisement 6,
stops,"45.15716,5.8224",Saint-Martin-d'Uriage,Les Peiffendes,
stops,"45.15686,5.82304",Saint-Martin-d'Uriage,Les Peiffendes,
stops,"45.1631,5.8123",Venon,Le Chenil,
stops,"45.1631,5.81305",Saint-Martin-d'Uriage,Le Chenil,
stops,"45.16879,5.79359",Gières,Les Terrats,
stops,"45.16915,5.79295",Gières,Les Terrats,
stops,"45.17413,5.78992",Gières,La Combe,
stops,"45.1741,5.79002",Gières,La Combe,
stops,"45.27744,5.71591",Proveysieux,Planfay Combaleyre,
stops,"45.27741,5.71585",Proveysieux,Planfay Combaleyre,
stops,"45.24406,5.69244",Saint-Égrève,Bellevue,
stops,"45.24417,5.69253",Saint-Égrève,Bellevue,
stops,"45.19126,5.70683",Grenoble,Esclangon,
stops,"45.19158,5.7065",Grenoble,Esclangon,
stops,"45.23991,5.69158",Saint-Égrève,Champy,
stops,"45.23992,5.69165",Saint-Égrève,Champy,
stops,"45.16666,5.69115",Seyssins,Le Prisme,
stops,"45.16669,5.69134",Seyssins,Le Prisme,
stops,"45.27237,5.67606",Mont-Saint-Martin,Colavière,
stops,"45.27232,5.6761",Mont-Saint-Martin,Colavière,
stops,"45.13148,5.81903",Vaulnaveys-le-Haut,Les Alberges,
stops,"45.20548,5.6833",Sassenage,Chamechaude,
stops,"45.22679,5.76549",Corenc,La Garenne,
stops,"45.19251,5.74551",La Tronche,Cimetière du Grand Sablon,
stops,"45.19248,5.74534",La Tronche,Cimetière du Grand Sablon,
stops,"45.20173,5.74248",La Tronche,La Tronche Hôpital,
stops,"45.16468,5.71066",Grenoble,Stade Lesdiguières,
stops,"45.16437,5.71062",Grenoble,Stade Lesdiguières,
stops,"45.05027,5.67157",Vif,La Valonne,
stops,"45.05031,5.67129",Vif,La Valonne,
stops,"45.17018,5.71291",Grenoble,Louise Michel,
stops,"45.17338,5.71422",Grenoble,Alliés,
stops,"45.17331,5.71397",Grenoble,Alliés,
stops,"45.17908,5.71613",Grenoble,Vallier - Libération,
stops,"45.17857,5.71577",Grenoble,Vallier - Libération,
stops,"45.14178,5.71788",Échirolles,Centre du graphisme,
stops,"45.14186,5.71816",Échirolles,Centre du graphisme,
stops,"45.13853,5.69449",Le Pont-de-Claix,ZI des Iles,
stops,"45.13626,5.69496",Le Pont-de-Claix,120 Toises,
stops,"45.14405,5.7401",Eybens,Pré au Crêt,
stops,"45.14413,5.74053",Eybens,Pré au Crêt,
stops,"45.1617,5.74164",Eybens,Les Saules,
stops,"45.16196,5.74182",Eybens,Les Saules,
stops,"45.16101,5.73969",Grenoble,Les Géants,
stops,"45.16091,5.73965",Eybens,Les Géants,
stops,"45.1887,5.72533",Grenoble,Victor Hugo,
stops,"45.1815,5.72195",Grenoble,Colonel Dumont,
stops,"45.18738,5.72832",Grenoble,Docteur Martin,
stops,"45.18737,5.72797",Grenoble,Docteur Martin,
stops,"45.18064,5.72181",Grenoble,Foch - Ferrié,
stops,"45.08404,5.77517",Vizille,Ecoles Joliot-Curie,
stops,"45.084,5.7751",Vizille,Ecoles Joliot-Curie,
stops,"45.08593,5.77126",Vizille,Camping,
stops,"45.08569,5.77121",Vizille,Camping,
stops,"45.08187,5.77163",Vizille,Vénaria,
stops,"45.08177,5.77171",Vizille,Vénaria,
stops,"45.08152,5.76865",Vizille,L'Alliance,
stops,"45.08166,5.76868",Vizille,L'Alliance,
stops,"45.07888,5.76947",Vizille,Parc Vöhringen,
stops,"45.07888,5.7694",Vizille,Parc Vöhringen,
stops,"45.08563,5.74255",Jarrie,Jarrie Gare,
stops,"45.08563,5.74262",Jarrie,Jarrie Gare,
stops,"45.0875,5.73031",Champ-sur-Drac,Pont de Champ,
stops,"45.08771,5.73056",Champ-sur-Drac,Pont de Champ,
stops,"45.08662,5.73067",Champ-sur-Drac,Espace Navarre,
stops,"45.08675,5.73053",Champ-sur-Drac,Espace Navarre,
stops,"45.08261,5.73371",Champ-sur-Drac,Zola - Mairie,
stops,"45.08258,5.73377",Champ-sur-Drac,Zola - Mairie,
stops,"45.08045,5.73445",Champ-sur-Drac,Le Pavillon,
stops,"45.08038,5.73441",Champ-sur-Drac,Le Pavillon,
stops,"45.07745,5.73156",Champ-sur-Drac,Marcel Paul,
stops,"45.07748,5.73175",Champ-sur-Drac,Marcel Paul,
stops,"45.08448,5.73474",Champ-sur-Drac,Léo Lagrange,
stops,"45.0845,5.73478",Champ-sur-Drac,Léo Lagrange,
stops,"45.07071,5.72724",Champ-sur-Drac,La Melle,
stops,"45.0683,5.7232",Champ-sur-Drac,ZA La Plaine,
stops,"45.2456,5.69576",Saint-Égrève,Grange Haute,
stops,"45.24563,5.69476",Saint-Égrève,Grange Haute,
stops,"45.17206,5.8164",Venon,Les Puis,
stops,"45.17174,5.81675",Venon,Les Puis,
stops,"45.18122,5.71027",Grenoble,Groupe Hospitalier Mutualiste,
stops,"45.17949,5.71138",Grenoble,Vallier - Docteur Calmette,
stops,"45.05325,5.67771",Vif,Rivalta,
stops,"45.05308,5.67742",Vif,Rivalta,
stops,"45.08933,5.6777",Varces-Allières-et-Risset,Les Platanes,
stops,"45.0891,5.67748",Varces-Allières-et-Risset,Les Platanes,
stops,"45.08967,5.68303",Varces-Allières-et-Risset,L'Oriel,
stops,"45.17823,5.79043",Gières,Pont de Venon,
stops,"45.1779,5.79037",Gières,Pont de Venon,
stops,"45.07387,5.72972",Champ-sur-Drac,Grand Verger,
stops,"45.181,5.72169",Grenoble,Colonel Dumont,
stops,"45.13677,5.70806",Le Pont-de-Claix,Edmée Chandon,
stops,"45.1368,5.70808",Le Pont-de-Claix,Edmée Chandon,
stops,"45.1988,5.71015",Grenoble,Durant-Savoyat,
stops,"45.19872,5.71035",Grenoble,Durant-Savoyat,
stops,"45.18836,5.71365",Grenoble,Saint-Bruno,
stops,"45.18834,5.71405",Grenoble,Saint-Bruno,
stops,"45.1888,5.7065",Grenoble,Berriat-Le Magasin,
stops,"45.18879,5.70692",Grenoble,Berriat-Le Magasin,
stops,"45.19405,5.67994",Fontaine,Charles Michels,
stops,"45.19398,5.68011",Fontaine,Charles Michels,
stops,"45.19707,5.67254",Fontaine,La Poya,
stops,"45.19731,5.67221",Fontaine,La Poya,
stops,"45.22158,5.81285",Montbonnot-Saint-Martin,Pré Millet,
stops,"45.22176,5.81309",Montbonnot-Saint-Martin,Pré Millet,
stops,"45.21752,5.80742",Montbonnot-Saint-Martin,INRIA,
stops,"45.2177,5.80784",Montbonnot-Saint-Martin,INRIA,
stops,"45.21447,5.80777",Montbonnot-Saint-Martin,Baudonniere,
stops,"45.21457,5.80776",Montbonnot-Saint-Martin,Baudonniere,
stops,"45.19884,5.7503",La Tronche,Grand Sablon,
stops,"45.18874,5.71916",Grenoble,Alsace-Lorraine,
stops,"45.18835,5.71919",Grenoble,Alsace-Lorraine,
stops,"45.19094,5.71555",Grenoble,Gares,
stops,"45.1907,5.7177",Grenoble,Félix Viallet,
stops,"45.19094,5.71557",Grenoble,Gares,
stops,"45.19127,5.72153",Grenoble,Docteur Mazet,
stops,"45.19132,5.72253",Grenoble,Docteur Mazet,
stops,"45.15554,5.67224",Seyssins,Rue de la Lune,
stops,"45.19051,5.72507",Grenoble,Victor Hugo,
stops,"45.15541,5.67228",Seyssins,Rue de la Lune,
stops,"45.20578,5.6995",Grenoble,Oxford,
stops,"45.20611,5.69959",Grenoble,Oxford,
stops,"45.20815,5.70702",Saint-Martin-le-Vinoux,Saint-Martin-le-Vinoux Hôtel de Ville,
stops,"45.1639,5.71101",Grenoble,Stade Lesdiguières,
stops,"45.16384,5.7108",Grenoble,Stade Lesdiguières,
stops,"45.18076,5.69438",Seyssinet-Pariset,Bouchayer - Hôtel de Ville,
stops,"45.18118,5.69445",Seyssinet-Pariset,Bouchayer - Hôtel de Ville,
stops,"45.18037,5.69526",Seyssinet-Pariset,Seyssinet-Pariset Hôtel de Ville,
stops,"45.17998,5.70628",Grenoble,Vallier - Catane,
stops,"45.14336,5.71423",Échirolles,Auguste Delaune,
stops,"45.14341,5.71427",Échirolles,Auguste Delaune,
stops,"45.1765,5.68821",Seyssinet-Pariset,Belvédère,
stops,"45.17676,5.68853",Seyssinet-Pariset,Belvédère,
stops,"45.25886,5.66361",Fontanil-Cornillon,Le Fontanil Cimetière,
stops,"45.25883,5.66352",Fontanil-Cornillon,Le Fontanil Cimetière,
stops,"45.29464,5.76546",Sarcenas,La Prairie,
stops,"45.10764,5.74939",Jarrie,Les Chaberts,
stops,"45.10757,5.7495",Jarrie,Les Chaberts,
stops,"45.17825,5.69178",Seyssinet-Pariset,Murailles,
stops,"45.17844,5.6921",Seyssinet-Pariset,Murailles,
stops,"45.11771,5.74779",Jarrie,Le Plâtre,
stops,"45.11775,5.7479",Jarrie,Le Plâtre,
stops,"45.26869,5.6686",Mont-Saint-Martin,La Rivoire,
stops,"45.26874,5.66854",Mont-Saint-Martin,La Rivoire,
stops,"45.18019,5.70646",Grenoble,Vallier - Catane,
stops,"45.22311,5.7177",Saint-Martin-le-Vinoux,La Buisseratière,
stops,"45.22308,5.71778",Saint-Martin-le-Vinoux,La Buisseratière,
stops,"45.21702,5.75367",Corenc,Monument,
stops,"45.217,5.7536",Corenc,Monument,
stops,"45.20979,5.71648",Saint-Martin-le-Vinoux,Le Reposoir,
stops,"45.20945,5.71644",Saint-Martin-le-Vinoux,Le Reposoir,
stops,"45.16794,5.67864",Seyssinet-Pariset,Les Combes,
stops,"45.04363,5.70174",Saint-Georges-de-Commiers,St-G.-de-Commiers Gare,
stops,"45.09651,5.74021",Jarrie,Le Vernet Croix,
stops,"45.09645,5.73991",Jarrie,Le Vernet Croix,
stops,"45.10068,5.74242",Jarrie,Les Charbonnaux,
stops,"45.10093,5.74211",Jarrie,Les Charbonnaux,
stops,"45.10554,5.74636",Jarrie,Maupertuis,
stops,"45.10561,5.74633",Jarrie,Maupertuis,
stops,"45.09462,5.74417",Jarrie,André Malraux,
stops,"45.09434,5.74374",Jarrie,André Malraux,
stops,"45.18837,5.7193",Grenoble,Alsace-Lorraine,
stops,"45.15637,5.71905",Échirolles,Essarts - La Butte,
stops,"45.19287,5.71419",Grenoble,Gare Routière,
stops,"45.25346,5.71992",Quaix-en-Chartreuse,Quaix-en-Chartreuse Village,
stops,"45.17002,5.80848",Venon,Cul Froid,
stops,"45.17007,5.80865",Venon,Cul Froid,
stops,"45.17308,5.79461",Venon,La Frênaie,
stops,"45.17338,5.79514",Venon,La Frênaie,
stops,"45.0751,5.77218",Vizille,Place du Château,
stops,"45.07509,5.77205",Vizille,Place du Château,
stops,"45.19559,5.69083",Fontaine,Place du Marché Cachin,
stops,"45.1975,5.68632",Fontaine,Les Écrins,
stops,"45.19753,5.68631",Fontaine,Les Écrins,
stops,"45.19433,5.69419",Fontaine,Rue Pasteur,
stops,"45.19438,5.69417",Fontaine,Rue Pasteur,
stops,"45.18435,5.68994",Seyssinet-Pariset,Bergès - Vercors,
stops,"45.21787,5.77981",Meylan,Ancienne Mairie,
stops,"45.21795,5.77956",Meylan,Ancienne Mairie,
stops,"45.22864,5.69171",Saint-Égrève,Chemin Fiancey,
stops,"45.22859,5.69174",Saint-Égrève,Chemin Fiancey,
stops,"45.26117,5.69831",Proveysieux,La Chiaise,
stops,"45.26114,5.69833",Proveysieux,La Chiaise,
stops,"45.24377,5.6792",Saint-Égrève,Rocher d'Escalade,
stops,"45.24375,5.67901",Saint-Égrève,Rocher d'Escalade,
stops,"45.24126,5.68166",Saint-Égrève,Gavanière,
stops,"45.24109,5.6817",Saint-Égrève,Gavanière,
stops,"45.15627,5.70842",Échirolles,Navis,
stops,"45.15602,5.7082",Échirolles,Navis,
stops,"45.14261,5.70383",Échirolles,Ecureuil,
stops,"45.14255,5.70369",Échirolles,Ecureuil,
stops,"45.20672,5.69832",Grenoble,Oxford,
stops,"45.20688,5.69849",Grenoble,Oxford,
stops,"45.16201,5.67406",Seyssins,Clinique - Portail,
stops,"45.16179,5.67413",Seyssins,Clinique - Portail,
stops,"45.13168,5.69998",Le Pont-de-Claix,Iles de Mars,
stops,"45.13197,5.70026",Le Pont-de-Claix,Iles de Mars,
stops,"45.25482,5.70488",Quaix-en-Chartreuse,Route de Saint-Egrève,
stops,"45.25488,5.7048",Quaix-en-Chartreuse,Route de Saint-Egrève,
stops,"45.13495,5.69291",Le Pont-de-Claix,Marianne,
stops,"45.22373,5.81917",Montbonnot-Saint-Martin,Pré de l'Eau,
stops,"45.22385,5.81978",Montbonnot-Saint-Martin,Pré de l'Eau,
