nom_amenageur,geo_point_2d,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_local,nom_station,implantation_station,adresse_station,colonne_renomme_13,nbre_pdc,condition_acces,reservation,horaires,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,last_modified,datagouv_organization_or_owner,consolidated_longitude,consolidated_latitude,consolidated_code_postal,consolidated_is_lon_lat_correct,consolidated_is_code_insee_verified,code_insee_commune,epci,id,code,type,pdc
SPBR1,"45.238327,5.888787",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Villard-Bonnot, Place de l'Espace Aragon",Voirie,Place de l'Espace Aragon 38190 Villard-Bonnot,Array,2,Accès libre,False,24/7,False,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.888787,45.238327,,False,False,38547,LeGresivaudan,,,irve,Array
SPBR1,"45.271113,5.964939",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Les Adrets, Parking salle polyvalente",Voirie,Parking salle polyvalente 38190 Les Adrets,Array,2,Accès libre,False,24/7,False,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.964939,45.271113,,False,False,38002,LeGresivaudan,,,irve,Array
SPBR1,"45.2996611,5.992505",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Theys, Parking RD 2558",Voirie,Parking RD 2558 38570 Theys,Array,2,Accès libre,False,24/7,False,,,2020-06-21,Autre paiements : compte prépayé.,2023-03-30,2023-07-16T06:42:47.591000+00:00,spbr1,5.992505,45.2996611,,False,False,38504,LeGresivaudan,,,irve,Array
SPBR1,"45.310644,5.887383",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Saint-Hilaire-Du-Touvet, Route des 3 Villages",Voirie,Route des 3 Villages 38660 Saint-Hilaire-Du-Touvet,Array,2,Accès libre,False,24/7,False,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-02,2023-07-16T06:42:47.591000+00:00,spbr1,5.887383,45.310644,,False,False,38395,LeGresivaudan,,,irve,Array
SPBR1,"45.432277,6.020297",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Pontcharra, Parking Mairie",Voirie,Parking Mairie 38530 Pontcharra,Array,2,Accès libre,False,24/7,False,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-04,2023-07-16T06:42:47.591000+00:00,spbr1,6.020297,45.432277,,False,False,38314,LeGresivaudan,,,irve,Array
SPBR1,"45.392746,6.076071",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Allevard, Rue De La Republique",Voirie,Rue De La Republique 38580 Allevard,Array,2,Accès libre,False,24/7,False,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,6.076071,45.392746,,False,False,38006,LeGresivaudan,,,irve,Array
SPBR1,"45.371901,5.99027",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Le Cheylas, Rue du Stade",Voirie,Rue du Stade 38570 Le Cheylas,Array,2,Accès libre,False,24/7,False,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-01,2023-07-16T06:42:47.591000+00:00,spbr1,5.99027,45.371901,,False,False,38100,LeGresivaudan,,,irve,Array
SPBR1,"45.144034,5.829775",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"St Martin D Uriage, Parking Avenue Des Thermes - Rd 523",Voirie,Parking Avenue Des Thermes - Rd 523 38410 St Martin D Uriage,Array,2,Accès libre,False,24/7,False,,,2020-06-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.829775,45.144034,,False,False,38422,LeGresivaudan,,,irve,Array
SPBR1,"45.21769,5.8611931",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Le Versoud, Rue des Deymes",Voirie,Rue des Deymes 38538 Le Versoud,Array,2,Accès libre,False,24/7,False,,,2022-03-28,Autre paiements : compte prépayé.,2023-04-03,2023-07-16T06:42:47.591000+00:00,spbr1,5.8611931,45.21769,,False,False,38538,LeGresivaudan,,,irve,Array
SPBR1,"45.3424,5.97673",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Goncelin, Rue de la Ventive",Voirie,Rue de la Ventive 38570 Goncelin,Array,2,Accès libre,False,24/7,False,,,2020-07-20,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.97673,45.3424,,False,False,38181,LeGresivaudan,,,irve,Array
SPBR1,"45.221615,5.812742",,,SPBR1,contact@reseau-eborn.fr,33423100350,eborn,,"Montbonnot, Innovallée",Voirie,Avenue de l'Europe 38330 Montbonnot,Array,2,Accès libre,False,24/7,False,,,2022-03-21,Autre paiements : compte prépayé.,2023-04-05,2023-07-16T06:42:47.591000+00:00,spbr1,5.812742,45.221615,,False,False,38249,LeGresivaudan,,,irve,Array
Protea,"49.2313543194067,2.4680534959656213",805089158.0,nicolas.bouyer@riester.fr,TotalEnergies Marketing France,supervision-ev.france@totalenergies.com,0483568009,RIESTER SAINT MAXIMIN,,RIESTER HYUNDAI - SAINT MAXIMIN,Parking privé réservé à la clientèle,179 rue des Droits de l'Homme 60740  Saint-Maximin,Array,3,Accès libre,False,"Mo-Fr 08:30-12:00,Mo-Fr 13:30-19:00,Sa 09:00-12:00,Sa 14:00-19:00",False,Indirect,Inconnu,2022-10-17,,2023-03-15,2023-07-16T06:42:19.420000+00:00,totalenergies-marketing-france,2.4680534959656213,49.2313543194067,,False,False,38426,LeGresivaudan,,,irve,Array
Fastned France,"45.243833,5.86111",853300010.0,contact@fastned.nl,Fastned,contact@fastned.nl,0184710062,Fastned,,Aire de Saint-Nazaire les Eymes,Station dédiée à la recharge rapide,"A41S - Aire de Saint-Nazaire-les-Eymes, 38330 Saint-Nazaire-les-Eymes",Array,8,Accès libre,False,24/7,False,Direct,50069548224970,2022-12-15,,2023-01-04,2023-07-16T06:41:16.583000+00:00,fastned-france,5.86111,45.243833,38330.0,True,True,38431,LeGresivaudan,,,irve,Array
