nom_amenageur,siren_amenageur,contact_amenageur,nom_operateur,contact_operateur,telephone_operateur,nom_enseigne,id_station_itinerance,id_station_local,nom_station,implantation_station,adresse_station,code_insee_commune,coordonneesxy,nbre_pdc,id_pdc_itinerance,id_pdc_local,puissance_nominale,prise_type_ef,prise_type_2,prise_type_combo_ccs,prise_type_chademo,prise_type_autre,gratuit,paiement_acte,paiement_cb,paiement_autre,tarification,condition_acces,reservation,horaires,accessibilite_pmr,restriction_gabarit,station_deux_roues,raccordement,num_pdl,date_mise_en_service,observations,date_maj,cable_t2_attache
,,info@chargepoint.com,,info@chargepoint.com,,"SUPER U BIVIERS BORNE 1",FRCPIE6594565,FRCPIE6594565,"SUPER U BIVIERS BORNE 1","Parking privé à usage public","60 Chem. des Evequaux, 38330 Biviers",38045,"5.81642,45.238924",6,FRCPIE65945652,FRCPIE65945652,21,false,true,false,false,false,false,true,false,,,"Accès réservé",false,24/7,"Accessibilité inconnue",inconnu,false,,,2022-10-11,"EF connector is available at the site separately",2023-07-16,false
,,info@chargepoint.com,,info@chargepoint.com,,"SUPER U BIVIERS BORNE 1",FRCPIE6594565,FRCPIE6594565,"SUPER U BIVIERS BORNE 1","Parking privé à usage public","60 Chem. des Evequaux, 38330 Biviers",38045,"5.81642,45.238924",6,FRCPIE65945651,FRCPIE65945651,21,false,true,false,false,false,false,true,false,,,"Accès réservé",false,24/7,"Accessibilité inconnue",inconnu,false,,,2022-10-11,"EF connector is available at the site separately",2023-07-16,false
,,info@chargepoint.com,,info@chargepoint.com,,"SUPER U BIVIERS BORNE 1",FRCPIE6593355,FRCPIE6593355,"SUPER U BIVIERS BORNE 1","Parking privé à usage public","60 Chem. des Evequaux, 38330 Biviers",38045,"5.81642,45.238924",6,FRCPIE65933552,FRCPIE65933552,21,false,true,false,false,false,false,true,false,,,"Accès réservé",false,24/7,"Accessibilité inconnue",inconnu,false,,,2022-10-11,"EF connector is available at the site separately",2023-07-16,false
,,info@chargepoint.com,,info@chargepoint.com,,"SUPER U BIVIERS BORNE 1",FRCPIE6593355,FRCPIE6593355,"SUPER U BIVIERS BORNE 1","Parking privé à usage public","60 Chem. des Evequaux, 38330 Biviers",38045,"5.81642,45.238924",6,FRCPIE65933551,FRCPIE65933551,21,false,true,false,false,false,false,true,false,,,"Accès réservé",false,24/7,"Accessibilité inconnue",inconnu,false,,,2022-10-11,"EF connector is available at the site separately",2023-07-16,false
,,info@chargepoint.com,,info@chargepoint.com,,"SUPER U BIVIERS BORNE 1",FRCPIE6552195,FRCPIE6552195,"SUPER U BIVIERS BORNE 1","Parking privé à usage public","60 Chem. des Evequaux, 38330 Biviers",38045,"5.81642,45.238924",6,FRCPIE65521952,FRCPIE65521952,21,false,true,false,false,false,false,true,false,,,"Accès réservé",false,24/7,"Accessibilité inconnue",inconnu,false,,,2022-10-11,"EF connector is available at the site separately",2023-07-16,false
,,info@chargepoint.com,,info@chargepoint.com,,"SUPER U BIVIERS BORNE 1",FRCPIE6552195,FRCPIE6552195,"SUPER U BIVIERS BORNE 1","Parking privé à usage public","60 Chem. des Evequaux, 38330 Biviers",38045,"5.81642,45.238924",6,FRCPIE65521951,FRCPIE65521951,21,false,true,false,false,false,false,true,false,,,"Accès réservé",false,24/7,"Accessibilité inconnue",inconnu,false,,,2022-10-11,"EF connector is available at the site separately",2023-07-16,false
,,info@chargepoint.com,,info@chargepoint.com,,"SONEPAR AED ST-M.HERES",FRCPIE6735845,FRCPIE6735845,"SONEPAR AED ST-M.HERES",Voirie,"38 Pl. de la Liberté, 38400 Saint-Martin-d'Hères",38421,"5.767761,45.165133",2,FRCPIE67358452,FRCPIE67358452,21,false,true,false,false,false,false,true,false,,,"Accès réservé",false,"Mo 06:30-19:00,Tu 06:30-19:00,We 06:30-19:00,Th 06:30-19:00,Fr 06:30-19:00","Accessibilité inconnue",inconnu,false,,,2023-06-26,"EF connector is available at the site separately",2023-07-15,false
,,info@chargepoint.com,,info@chargepoint.com,,"SONEPAR AED ST-M.HERES",FRCPIE6735845,FRCPIE6735845,"SONEPAR AED ST-M.HERES",Voirie,"38 Pl. de la Liberté, 38400 Saint-Martin-d'Hères",38421,"5.767761,45.165133",2,FRCPIE67358451,FRCPIE67358451,21,false,true,false,false,false,false,true,false,,,"Accès réservé",false,"Mo 06:30-19:00,Tu 06:30-19:00,We 06:30-19:00,Th 06:30-19:00,Fr 06:30-19:00","Accessibilité inconnue",inconnu,false,,,2023-06-26,"EF connector is available at the site separately",2023-07-15,false
"MA BORNE AUTO",880217922,e.barre@maborneauto.com,"Non concerné",e.barre@maborneauto.com,361626161,"DLM GRENOBLE","Non concerné",3cb2f22b-7514-4d79-b8ab-327dad07489e,"DLM GRENOBLE","Parking privé à usage public","89 RUE MALIFAUD",38185,"5.7257621,45.1810981",1,"Non concerné",3cb2f22b-7514-4d79-b8ab-327dad07489e,22,0,TRUE,0,0,0,0,0,0,0,,"Accès libre",0,24/7,"Accessible mais non réservé PMR","Aucune restriction",0,Indirect,19698552757281,2022-03-30,,2022-03-30,
"AEV ATELIER ELECTRIQUE VOIRONNAIS",404675878,contact@aevelec.fr,FRESHMILE,exploitation@freshmile.com,"03 68 78 14 35","SATORIZ GRENOBLE ROCADE",FRFR1ECMXH,,"BORNE 1 SATORIZ GRENOBLE ROCADE","Parking privé à usage public","9 RUE DU BEAL, 38400, ST MARTIN D'HERES, FRANCE",38421,"5.76,45.16",2,FRFR1ECMXH,,11,true,true,false,false,false,false,true,true,false,0.20,"Accès libre",false,24/7,"Accessible mais non réservé PMR","hauteur maximal 2m",false,Indirect,19302604816408,2021-05-27,,2021-06-22,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805022784,"CPO Alizé Liberté Public",FRBE1P38486001,,"SEYSSINS - Rue du Dr Schweitzer ",Voirie,"16 Rue du Dr Schweitzer 38180 SEYSSINS",38486,"5.6941247,45.15944978",5,FRBE1E384860011,,120,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-08,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805022428,"Grenoble-Alpes Métropole",FRM38P38158001,,"EYBENS - Parking Relais Eybens Le Verderet",Voirie," Avenue des Maquis de l'Oisans 38320 EYBENS",38158,"5.7547996,45.1470172",2,FRM38E381580011,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-10,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805022341,"Grenoble-Alpes Métropole",FRM38P38185020,,"GRENOBLE - Place Victor Hugo - Victor Hugo",Voirie,"GRENOBLE - Place Victor Hugo - Victor Hugo",38185,"5.723815,45.18895",1,FRM38E381850201,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-08-08,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023573,"Grenoble-Alpes Métropole",FRM38P38179002,,"GIERES - Parking Relais Gières Plaine des Sports",Voirie," Rue des Glairons 38610 GIERES",38179,"5.7836658,45.1881051",6,FRM38E381790022,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-03-10,,2023-03-17,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023398,"CPO Alizé Liberté Public",FRBE1P38486001,,"SEYSSINS - Rue du Dr Schweitzer ",Voirie,"16 Rue du Dr Schweitzer 38180 SEYSSINS",38486,"5.6941247,45.15944978",5,FRBE1E384860012,,120,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-04,,2023-03-17,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023397,"CPO Alizé Liberté Public",FRBE1P38486001,,"SEYSSINS - Rue du Dr Schweitzer ",Voirie,"16 Rue du Dr Schweitzer 38180 SEYSSINS",38486,"5.6941247,45.15944978",5,FRBE1E384860014,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-24,,2023-03-17,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023396,"CPO Alizé Liberté Public",FRBE1P38486001,,"SEYSSINS - Rue du Dr Schweitzer ",Voirie,"16 Rue du Dr Schweitzer 38180 SEYSSINS",38486,"5.6941247,45.15944978",5,FRBE1E384860016,,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-11-24,,2023-03-17,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023790,"CPO Alizé Liberté Public",FRBE1P38249002,,"MONTBONNOT ST MARTIN - Route de la Doux",Voirie,"1063 Route de la Doux 38330 MONTBONNOT ST MARTIN",38249,"5.8203531,45.2232053",5,FRBE1E382490024,,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-12,,2023-03-17,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023789,"CPO Alizé Liberté Public",FRBE1P38249002,,"MONTBONNOT ST MARTIN - Route de la Doux",Voirie,"1063 Route de la Doux 38330 MONTBONNOT ST MARTIN",38249,"5.8203531,45.2232053",5,FRBE1E382490021,,120,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-09-15,,2023-03-17,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023787,"CPO Alizé Liberté Public",FRBE1P38249002,,"MONTBONNOT ST MARTIN - Route de la Doux",Voirie,"1063 Route de la Doux 38330 MONTBONNOT ST MARTIN",38249,"5.8203531,45.2232053",5,FRBE1E382490026,,22,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-12,,2023-03-17,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023786,"CPO Alizé Liberté Public",FRBE1P38249002,,"MONTBONNOT ST MARTIN - Route de la Doux",Voirie,"1063 Route de la Doux 38330 MONTBONNOT ST MARTIN",38249,"5.8203531,45.2232053",5,FRBE1E382490025,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-10,,2023-03-17,
BOTANIC,312910557,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023784,"CPO Alizé Liberté Public",FRBE1P38249002,,"MONTBONNOT ST MARTIN - Route de la Doux",Voirie,"1063 Route de la Doux 38330 MONTBONNOT ST MARTIN",38249,"5.8203531,45.2232053",5,FRBE1E382490022,,120,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2022-09-15,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023675,"Grenoble-Alpes Métropole",FRM38P38185001,,"GRENOBLE - Place Jean Achard (CITIZ)",Voirie," Place Jean Achard (CITIZ) 38000 GRENOBLE",38185,"5.72949,45.18938",1,FRM38E381850013,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2021-11-09,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805022984,"Grenoble-Alpes Métropole",FRM38P38485002,,"SEYSSINET-PARISET - Parking Lamartine",Voirie," Rue Lamartine  38170 SEYSSINET-PARISET",38485,"5.69592,45.17965",2,FRM38E384850021,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-25,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805022988,"Grenoble-Alpes Métropole",FRM38P38474002,,"SASSENAGE - Parking Relais Engenieres",Voirie,"1 Rue des Engenières 38360 SASSENAGE",38474,"5.6597259,45.2210071",2,FRM38E384740022,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-13,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805022996,"Grenoble-Alpes Métropole",FRM38P38150001,,"DOMENE - Rue du Colonel Fouque",Voirie," Rue du Colonel Fouque 38420 DOMENE",38150,"5.83856923,45.20246463",1,FRM38E381500011,,25,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-01-19,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023299,"Grenoble-Alpes Métropole",FRM38P38421003,,"SAINT-MARTIN-D'HERES - Etienne Grappe",Voirie," Rue Henri Wallon 38400 SAINT-MARTIN-D'HERES",38421,"5.757846,45.171972",2,FRM38E384210031,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2023-02-24,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023237,"Grenoble-Alpes Métropole",FRM38P38185006,,"GRENOBLE - Rue Félix Esclangon - Cité Internationale",Voirie,"GRENOBLE - Rue Félix Esclangon - Cité Internationale",38185,"5.710719,45.19574",1,FRM38E381850061,,22,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2019-08-15,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805023242,"Grenoble-Alpes Métropole",FRM38P38185019,,"GRENOBLE - Place Dr Léon Martin - Vaucanson (CITIZ)",Voirie," Place Dr Léon Martin - Vaucanson (CITIZ) 38000 GRENOBLE",38185,"5.727,45.18818",1,FRM38E381850194,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2021-08-26,,2023-03-17,
"Grenoble-Alpes Métropole",123456789,support@alizecharge.fr,"Bouygues E&S",support@alizecharge.fr,805021571,"Grenoble-Alpes Métropole",FRM38P38185013,,"GRENOBLE - Place André Malraux - CCI",Voirie,"GRENOBLE - Place André Malraux - CCI",38185,"5.729505,45.18551",2,FRM38E381850133,,7.4,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,,"Accès libre",FALSE,"Mo-Su 00:00-23:59","Accessible mais non réservé PMR",xx,FALSE,Direct,0,2021-05-06,,2023-03-17,
